season,season_id,division_id,competition_phase,game_id,game_date,periods,team_id,team,opponent_id,opponent,home_away,source_url,field_goals_made,field_goals_missed,field_goals_attempted,field_goals,field_goals_percentage,two_pointers_made,two_pointers_missed,two_pointers_attempted,two_pointers,two_pointers_percentage,three_pointers_made,three_pointers_missed,three_pointers_attempted,three_pointers,three_pointers_percentage,free_throws_made,free_throws_missed,free_throws_attempted,free_throws,free_throws_percentage,won_score,total_won_score,lost_score,total_lost_score,rebounds,defensive_rebounds,offensive_rebounds,defensive_fouls,offensive_fouls,personal_fouls,fouls,assists,steals,blocks,turnovers,points_in_paint,second_chance_points,fast_break_points,source_json
2025-26,2,9,regular_season,1460,2026-03-14,4,2,高雄全家海神,4,新竹御嵿攻城獅,away,https://api.tpbl.basketball/api/games/1460/stats,35,46,81,35/81,43.2,25,25,50,25/50,50.0,10,21,31,10/31,32.3,17,9,26,17/26,65.4,97,97,113,113,49,28,21,23,1,24,24,21,7,2,15,48,9,3,"{""field_goals_made"":35,""field_goals_missed"":46,""field_goals_attempted"":81,""field_goals"":""35/81"",""field_goals_percentage"":""43.2"",""two_pointers_made"":25,""two_pointers_missed"":25,""two_pointers_attempted"":50,""two_pointers"":""25/50"",""two_pointers_percentage"":""50.0"",""three_pointers_made"":10,""three_pointers_missed"":21,""three_pointers_attempted"":31,""three_pointers"":""10/31"",""three_pointers_percentage"":""32.3"",""free_throws_made"":17,""free_throws_missed"":9,""free_throws_attempted"":26,""free_throws"":""17/26"",""free_throws_percentage"":""65.4"",""won_score"":97,""total_won_score"":97,""lost_score"":113,""total_lost_score"":113,""rebounds"":49,""defensive_rebounds"":28,""offensive_rebounds"":21,""defensive_fouls"":23,""offensive_fouls"":1,""personal_fouls"":24,""fouls"":24,""assists"":21,""steals"":7,""blocks"":2,""turnovers"":15,""points_in_paint"":48,""second_chance_points"":9,""fast_break_points"":3}"
2025-26,2,9,regular_season,1461,2026-03-15,4,3,福爾摩沙夢想家,5,桃園台啤永豐雲豹,home,https://api.tpbl.basketball/api/games/1461/stats,38,47,85,38/85,44.7,25,21,46,25/46,54.3,13,26,39,13/39,33.3,22,3,25,22/25,88.0,111,111,84,84,55,39,16,22,0,22,22,27,10,3,15,38,10,15,"{""field_goals_made"":38,""field_goals_missed"":47,""field_goals_attempted"":85,""field_goals"":""38/85"",""field_goals_percentage"":""44.7"",""two_pointers_made"":25,""two_pointers_missed"":21,""two_pointers_attempted"":46,""two_pointers"":""25/46"",""two_pointers_percentage"":""54.3"",""three_pointers_made"":13,""three_pointers_missed"":26,""three_pointers_attempted"":39,""three_pointers"":""13/39"",""three_pointers_percentage"":""33.3"",""free_throws_made"":22,""free_throws_missed"":3,""free_throws_attempted"":25,""free_throws"":""22/25"",""free_throws_percentage"":""88.0"",""won_score"":111,""total_won_score"":111,""lost_score"":84,""total_lost_score"":84,""rebounds"":55,""defensive_rebounds"":39,""offensive_rebounds"":16,""defensive_fouls"":22,""offensive_fouls"":0,""personal_fouls"":22,""fouls"":22,""assists"":27,""steals"":10,""blocks"":3,""turnovers"":15,""points_in_paint"":38,""second_chance_points"":10,""fast_break_points"":15}"
2025-26,2,9,regular_season,1461,2026-03-15,4,5,桃園台啤永豐雲豹,3,福爾摩沙夢想家,away,https://api.tpbl.basketball/api/games/1461/stats,29,47,76,29/76,38.2,26,32,58,26/58,44.8,3,15,18,3/18,16.7,23,7,30,23/30,76.7,84,84,111,111,39,29,10,17,1,18,18,23,9,3,14,50,7,18,"{""field_goals_made"":29,""field_goals_missed"":47,""field_goals_attempted"":76,""field_goals"":""29/76"",""field_goals_percentage"":""38.2"",""two_pointers_made"":26,""two_pointers_missed"":32,""two_pointers_attempted"":58,""two_pointers"":""26/58"",""two_pointers_percentage"":""44.8"",""three_pointers_made"":3,""three_pointers_missed"":15,""three_pointers_attempted"":18,""three_pointers"":""3/18"",""three_pointers_percentage"":""16.7"",""free_throws_made"":23,""free_throws_missed"":7,""free_throws_attempted"":30,""free_throws"":""23/30"",""free_throws_percentage"":""76.7"",""won_score"":84,""total_won_score"":84,""lost_score"":111,""total_lost_score"":111,""rebounds"":39,""defensive_rebounds"":29,""offensive_rebounds"":10,""defensive_fouls"":17,""offensive_fouls"":1,""personal_fouls"":18,""fouls"":18,""assists"":23,""steals"":9,""blocks"":3,""turnovers"":14,""points_in_paint"":50,""second_chance_points"":7,""fast_break_points"":18}"
2025-26,2,9,regular_season,1462,2026-03-15,4,4,新竹御嵿攻城獅,7,新北國王,home,https://api.tpbl.basketball/api/games/1462/stats,39,39,78,39/78,50.0,25,28,53,25/53,47.2,14,11,25,14/25,56.0,21,5,26,21/26,80.8,113,113,90,90,51,38,13,16,1,17,17,26,12,6,18,42,18,19,"{""field_goals_made"":39,""field_goals_missed"":39,""field_goals_attempted"":78,""field_goals"":""39/78"",""field_goals_percentage"":""50.0"",""two_pointers_made"":25,""two_pointers_missed"":28,""two_pointers_attempted"":53,""two_pointers"":""25/53"",""two_pointers_percentage"":""47.2"",""three_pointers_made"":14,""three_pointers_missed"":11,""three_pointers_attempted"":25,""three_pointers"":""14/25"",""three_pointers_percentage"":""56.0"",""free_throws_made"":21,""free_throws_missed"":5,""free_throws_attempted"":26,""free_throws"":""21/26"",""free_throws_percentage"":""80.8"",""won_score"":113,""total_won_score"":113,""lost_score"":90,""total_lost_score"":90,""rebounds"":51,""defensive_rebounds"":38,""offensive_rebounds"":13,""defensive_fouls"":16,""offensive_fouls"":1,""personal_fouls"":17,""fouls"":17,""assists"":26,""steals"":12,""blocks"":6,""turnovers"":18,""points_in_paint"":42,""second_chance_points"":18,""fast_break_points"":19}"
2025-26,2,9,regular_season,1462,2026-03-15,4,7,新北國王,4,新竹御嵿攻城獅,away,https://api.tpbl.basketball/api/games/1462/stats,35,46,81,35/81,43.2,27,27,54,27/54,50.0,8,19,27,8/27,29.6,12,8,20,12/20,60.0,90,90,113,113,41,29,12,18,1,19,19,21,13,3,20,42,11,13,"{""field_goals_made"":35,""field_goals_missed"":46,""field_goals_attempted"":81,""field_goals"":""35/81"",""field_goals_percentage"":""43.2"",""two_pointers_made"":27,""two_pointers_missed"":27,""two_pointers_attempted"":54,""two_pointers"":""27/54"",""two_pointers_percentage"":""50.0"",""three_pointers_made"":8,""three_pointers_missed"":19,""three_pointers_attempted"":27,""three_pointers"":""8/27"",""three_pointers_percentage"":""29.6"",""free_throws_made"":12,""free_throws_missed"":8,""free_throws_attempted"":20,""free_throws"":""12/20"",""free_throws_percentage"":""60.0"",""won_score"":90,""total_won_score"":90,""lost_score"":113,""total_lost_score"":113,""rebounds"":41,""defensive_rebounds"":29,""offensive_rebounds"":12,""defensive_fouls"":18,""offensive_fouls"":1,""personal_fouls"":19,""fouls"":19,""assists"":21,""steals"":13,""blocks"":3,""turnovers"":20,""points_in_paint"":42,""second_chance_points"":11,""fast_break_points"":13}"
2025-26,2,9,regular_season,1463,2026-03-21,4,6,新北中信特攻,2,高雄全家海神,home,https://api.tpbl.basketball/api/games/1463/stats,42,39,81,42/81,51.9,25,19,44,25/44,56.8,17,20,37,17/37,45.9,17,10,27,17/27,63.0,118,118,91,91,44,31,13,21,0,20,21,31,17,3,15,48,16,20,"{""field_goals_made"":42,""field_goals_missed"":39,""field_goals_attempted"":81,""field_goals"":""42/81"",""field_goals_percentage"":""51.9"",""two_pointers_made"":25,""two_pointers_missed"":19,""two_pointers_attempted"":44,""two_pointers"":""25/44"",""two_pointers_percentage"":""56.8"",""three_pointers_made"":17,""three_pointers_missed"":20,""three_pointers_attempted"":37,""three_pointers"":""17/37"",""three_pointers_percentage"":""45.9"",""free_throws_made"":17,""free_throws_missed"":10,""free_throws_attempted"":27,""free_throws"":""17/27"",""free_throws_percentage"":""63.0"",""won_score"":118,""total_won_score"":118,""lost_score"":91,""total_lost_score"":91,""rebounds"":44,""defensive_rebounds"":31,""offensive_rebounds"":13,""defensive_fouls"":21,""offensive_fouls"":0,""personal_fouls"":20,""fouls"":21,""assists"":31,""steals"":17,""blocks"":3,""turnovers"":15,""points_in_paint"":48,""second_chance_points"":16,""fast_break_points"":20}"
2025-26,2,9,regular_season,1463,2026-03-21,4,2,高雄全家海神,6,新北中信特攻,away,https://api.tpbl.basketball/api/games/1463/stats,28,40,68,28/68,41.2,13,17,30,13/30,43.3,15,23,38,15/38,39.5,20,10,30,20/30,66.7,91,91,118,118,42,29,13,21,3,23,24,19,9,2,25,20,6,14,"{""field_goals_made"":28,""field_goals_missed"":40,""field_goals_attempted"":68,""field_goals"":""28/68"",""field_goals_percentage"":""41.2"",""two_pointers_made"":13,""two_pointers_missed"":17,""two_pointers_attempted"":30,""two_pointers"":""13/30"",""two_pointers_percentage"":""43.3"",""three_pointers_made"":15,""three_pointers_missed"":23,""three_pointers_attempted"":38,""three_pointers"":""15/38"",""three_pointers_percentage"":""39.5"",""free_throws_made"":20,""free_throws_missed"":10,""free_throws_attempted"":30,""free_throws"":""20/30"",""free_throws_percentage"":""66.7"",""won_score"":91,""total_won_score"":91,""lost_score"":118,""total_lost_score"":118,""rebounds"":42,""defensive_rebounds"":29,""offensive_rebounds"":13,""defensive_fouls"":21,""offensive_fouls"":3,""personal_fouls"":23,""fouls"":24,""assists"":19,""steals"":9,""blocks"":2,""turnovers"":25,""points_in_paint"":20,""second_chance_points"":6,""fast_break_points"":14}"
2025-26,2,9,regular_season,1464,2026-03-21,4,8,臺北台新戰神,5,桃園台啤永豐雲豹,home,https://api.tpbl.basketball/api/games/1464/stats,27,54,81,27/81,33.3,18,25,43,18/43,41.9,9,29,38,9/38,23.7,10,13,23,10/23,43.5,73,73,99,99,57,42,15,13,1,12,14,18,5,3,17,28,6,8,"{""field_goals_made"":27,""field_goals_missed"":54,""field_goals_attempted"":81,""field_goals"":""27/81"",""field_goals_percentage"":""33.3"",""two_pointers_made"":18,""two_pointers_missed"":25,""two_pointers_attempted"":43,""two_pointers"":""18/43"",""two_pointers_percentage"":""41.9"",""three_pointers_made"":9,""three_pointers_missed"":29,""three_pointers_attempted"":38,""three_pointers"":""9/38"",""three_pointers_percentage"":""23.7"",""free_throws_made"":10,""free_throws_missed"":13,""free_throws_attempted"":23,""free_throws"":""10/23"",""free_throws_percentage"":""43.5"",""won_score"":73,""total_won_score"":73,""lost_score"":99,""total_lost_score"":99,""rebounds"":57,""defensive_rebounds"":42,""offensive_rebounds"":15,""defensive_fouls"":13,""offensive_fouls"":1,""personal_fouls"":12,""fouls"":14,""assists"":18,""steals"":5,""blocks"":3,""turnovers"":17,""points_in_paint"":28,""second_chance_points"":6,""fast_break_points"":8}"
2025-26,2,9,regular_season,1464,2026-03-21,4,5,桃園台啤永豐雲豹,8,臺北台新戰神,away,https://api.tpbl.basketball/api/games/1464/stats,35,52,87,35/87,40.2,21,27,48,21/48,43.8,14,25,39,14/39,35.9,15,5,20,15/20,75.0,99,99,73,73,55,44,11,18,0,18,18,24,9,3,10,38,13,17,"{""field_goals_made"":35,""field_goals_missed"":52,""field_goals_attempted"":87,""field_goals"":""35/87"",""field_goals_percentage"":""40.2"",""two_pointers_made"":21,""two_pointers_missed"":27,""two_pointers_attempted"":48,""two_pointers"":""21/48"",""two_pointers_percentage"":""43.8"",""three_pointers_made"":14,""three_pointers_missed"":25,""three_pointers_attempted"":39,""three_pointers"":""14/39"",""three_pointers_percentage"":""35.9"",""free_throws_made"":15,""free_throws_missed"":5,""free_throws_attempted"":20,""free_throws"":""15/20"",""free_throws_percentage"":""75.0"",""won_score"":99,""total_won_score"":99,""lost_score"":73,""total_lost_score"":73,""rebounds"":55,""defensive_rebounds"":44,""offensive_rebounds"":11,""defensive_fouls"":18,""offensive_fouls"":0,""personal_fouls"":18,""fouls"":18,""assists"":24,""steals"":9,""blocks"":3,""turnovers"":10,""points_in_paint"":38,""second_chance_points"":13,""fast_break_points"":17}"
2025-26,2,9,regular_season,1465,2026-03-22,4,6,新北中信特攻,4,新竹御嵿攻城獅,home,https://api.tpbl.basketball/api/games/1465/stats,32,53,85,32/85,37.6,20,21,41,20/41,48.8,12,32,44,12/44,27.3,19,6,25,19/25,76.0,95,95,75,75,62,48,14,15,2,17,17,24,10,3,16,40,11,24,"{""field_goals_made"":32,""field_goals_missed"":53,""field_goals_attempted"":85,""field_goals"":""32/85"",""field_goals_percentage"":""37.6"",""two_pointers_made"":20,""two_pointers_missed"":21,""two_pointers_attempted"":41,""two_pointers"":""20/41"",""two_pointers_percentage"":""48.8"",""three_pointers_made"":12,""three_pointers_missed"":32,""three_pointers_attempted"":44,""three_pointers"":""12/44"",""three_pointers_percentage"":""27.3"",""free_throws_made"":19,""free_throws_missed"":6,""free_throws_attempted"":25,""free_throws"":""19/25"",""free_throws_percentage"":""76.0"",""won_score"":95,""total_won_score"":95,""lost_score"":75,""total_lost_score"":75,""rebounds"":62,""defensive_rebounds"":48,""offensive_rebounds"":14,""defensive_fouls"":15,""offensive_fouls"":2,""personal_fouls"":17,""fouls"":17,""assists"":24,""steals"":10,""blocks"":3,""turnovers"":16,""points_in_paint"":40,""second_chance_points"":11,""fast_break_points"":24}"
2025-26,2,9,regular_season,1465,2026-03-22,4,4,新竹御嵿攻城獅,6,新北中信特攻,away,https://api.tpbl.basketball/api/games/1465/stats,29,54,83,29/83,34.9,21,27,48,21/48,43.8,8,27,35,8/35,22.9,9,5,14,9/14,64.3,75,75,95,95,50,41,9,20,1,21,21,19,8,1,17,34,7,7,"{""field_goals_made"":29,""field_goals_missed"":54,""field_goals_attempted"":83,""field_goals"":""29/83"",""field_goals_percentage"":""34.9"",""two_pointers_made"":21,""two_pointers_missed"":27,""two_pointers_attempted"":48,""two_pointers"":""21/48"",""two_pointers_percentage"":""43.8"",""three_pointers_made"":8,""three_pointers_missed"":27,""three_pointers_attempted"":35,""three_pointers"":""8/35"",""three_pointers_percentage"":""22.9"",""free_throws_made"":9,""free_throws_missed"":5,""free_throws_attempted"":14,""free_throws"":""9/14"",""free_throws_percentage"":""64.3"",""won_score"":75,""total_won_score"":75,""lost_score"":95,""total_lost_score"":95,""rebounds"":50,""defensive_rebounds"":41,""offensive_rebounds"":9,""defensive_fouls"":20,""offensive_fouls"":1,""personal_fouls"":21,""fouls"":21,""assists"":19,""steals"":8,""blocks"":1,""turnovers"":17,""points_in_paint"":34,""second_chance_points"":7,""fast_break_points"":7}"
2025-26,2,9,regular_season,1466,2026-03-22,4,8,臺北台新戰神,3,福爾摩沙夢想家,home,https://api.tpbl.basketball/api/games/1466/stats,33,48,81,33/81,40.7,20,25,45,20/45,44.4,13,23,36,13/36,36.1,17,3,20,17/20,85.0,96,96,118,118,45,34,11,15,1,16,16,23,6,2,11,30,11,0,"{""field_goals_made"":33,""field_goals_missed"":48,""field_goals_attempted"":81,""field_goals"":""33/81"",""field_goals_percentage"":""40.7"",""two_pointers_made"":20,""two_pointers_missed"":25,""two_pointers_attempted"":45,""two_pointers"":""20/45"",""two_pointers_percentage"":""44.4"",""three_pointers_made"":13,""three_pointers_missed"":23,""three_pointers_attempted"":36,""three_pointers"":""13/36"",""three_pointers_percentage"":""36.1"",""free_throws_made"":17,""free_throws_missed"":3,""free_throws_attempted"":20,""free_throws"":""17/20"",""free_throws_percentage"":""85.0"",""won_score"":96,""total_won_score"":96,""lost_score"":118,""total_lost_score"":118,""rebounds"":45,""defensive_rebounds"":34,""offensive_rebounds"":11,""defensive_fouls"":15,""offensive_fouls"":1,""personal_fouls"":16,""fouls"":16,""assists"":23,""steals"":6,""blocks"":2,""turnovers"":11,""points_in_paint"":30,""second_chance_points"":11,""fast_break_points"":0}"
2025-26,2,9,regular_season,1466,2026-03-22,4,3,福爾摩沙夢想家,8,臺北台新戰神,away,https://api.tpbl.basketball/api/games/1466/stats,41,41,82,41/82,50.0,18,19,37,18/37,48.6,23,22,45,23/45,51.1,13,11,24,13/24,54.2,118,118,96,96,48,36,12,18,1,18,19,33,8,2,10,26,11,2,"{""field_goals_made"":41,""field_goals_missed"":41,""field_goals_attempted"":82,""field_goals"":""41/82"",""field_goals_percentage"":""50.0"",""two_pointers_made"":18,""two_pointers_missed"":19,""two_pointers_attempted"":37,""two_pointers"":""18/37"",""two_pointers_percentage"":""48.6"",""three_pointers_made"":23,""three_pointers_missed"":22,""three_pointers_attempted"":45,""three_pointers"":""23/45"",""three_pointers_percentage"":""51.1"",""free_throws_made"":13,""free_throws_missed"":11,""free_throws_attempted"":24,""free_throws"":""13/24"",""free_throws_percentage"":""54.2"",""won_score"":118,""total_won_score"":118,""lost_score"":96,""total_lost_score"":96,""rebounds"":48,""defensive_rebounds"":36,""offensive_rebounds"":12,""defensive_fouls"":18,""offensive_fouls"":1,""personal_fouls"":18,""fouls"":19,""assists"":33,""steals"":8,""blocks"":2,""turnovers"":10,""points_in_paint"":26,""second_chance_points"":11,""fast_break_points"":2}"
2025-26,2,9,regular_season,1467,2026-03-25,4,3,福爾摩沙夢想家,2,高雄全家海神,home,https://api.tpbl.basketball/api/games/1467/stats,28,47,75,28/75,37.3,16,24,40,16/40,40.0,12,23,35,12/35,34.3,28,8,36,28/36,77.8,96,96,90,90,54,36,18,21,3,23,24,18,9,3,19,30,6,2,"{""field_goals_made"":28,""field_goals_missed"":47,""field_goals_attempted"":75,""field_goals"":""28/75"",""field_goals_percentage"":""37.3"",""two_pointers_made"":16,""two_pointers_missed"":24,""two_pointers_attempted"":40,""two_pointers"":""16/40"",""two_pointers_percentage"":""40.0"",""three_pointers_made"":12,""three_pointers_missed"":23,""three_pointers_attempted"":35,""three_pointers"":""12/35"",""three_pointers_percentage"":""34.3"",""free_throws_made"":28,""free_throws_missed"":8,""free_throws_attempted"":36,""free_throws"":""28/36"",""free_throws_percentage"":""77.8"",""won_score"":96,""total_won_score"":96,""lost_score"":90,""total_lost_score"":90,""rebounds"":54,""defensive_rebounds"":36,""offensive_rebounds"":18,""defensive_fouls"":21,""offensive_fouls"":3,""personal_fouls"":23,""fouls"":24,""assists"":18,""steals"":9,""blocks"":3,""turnovers"":19,""points_in_paint"":30,""second_chance_points"":6,""fast_break_points"":2}"
2025-26,2,9,regular_season,1467,2026-03-25,4,2,高雄全家海神,3,福爾摩沙夢想家,away,https://api.tpbl.basketball/api/games/1467/stats,32,46,78,32/78,41.0,24,22,46,24/46,52.2,8,24,32,8/32,25.0,18,9,27,18/27,66.7,90,90,96,96,44,32,12,28,0,28,28,19,11,3,15,46,13,19,"{""field_goals_made"":32,""field_goals_missed"":46,""field_goals_attempted"":78,""field_goals"":""32/78"",""field_goals_percentage"":""41.0"",""two_pointers_made"":24,""two_pointers_missed"":22,""two_pointers_attempted"":46,""two_pointers"":""24/46"",""two_pointers_percentage"":""52.2"",""three_pointers_made"":8,""three_pointers_missed"":24,""three_pointers_attempted"":32,""three_pointers"":""8/32"",""three_pointers_percentage"":""25.0"",""free_throws_made"":18,""free_throws_missed"":9,""free_throws_attempted"":27,""free_throws"":""18/27"",""free_throws_percentage"":""66.7"",""won_score"":90,""total_won_score"":90,""lost_score"":96,""total_lost_score"":96,""rebounds"":44,""defensive_rebounds"":32,""offensive_rebounds"":12,""defensive_fouls"":28,""offensive_fouls"":0,""personal_fouls"":28,""fouls"":28,""assists"":19,""steals"":11,""blocks"":3,""turnovers"":15,""points_in_paint"":46,""second_chance_points"":13,""fast_break_points"":19}"
2025-26,2,9,regular_season,1468,2026-03-27,4,3,福爾摩沙夢想家,7,新北國王,home,https://api.tpbl.basketball/api/games/1468/stats,40,36,76,40/76,52.6,22,18,40,22/40,55.0,18,18,36,18/36,50.0,9,4,13,9/13,69.2,107,107,90,90,36,31,5,15,1,16,16,26,10,6,13,34,2,6,"{""field_goals_made"":40,""field_goals_missed"":36,""field_goals_attempted"":76,""field_goals"":""40/76"",""field_goals_percentage"":""52.6"",""two_pointers_made"":22,""two_pointers_missed"":18,""two_pointers_attempted"":40,""two_pointers"":""22/40"",""two_pointers_percentage"":""55.0"",""three_pointers_made"":18,""three_pointers_missed"":18,""three_pointers_attempted"":36,""three_pointers"":""18/36"",""three_pointers_percentage"":""50.0"",""free_throws_made"":9,""free_throws_missed"":4,""free_throws_attempted"":13,""free_throws"":""9/13"",""free_throws_percentage"":""69.2"",""won_score"":107,""total_won_score"":107,""lost_score"":90,""total_lost_score"":90,""rebounds"":36,""defensive_rebounds"":31,""offensive_rebounds"":5,""defensive_fouls"":15,""offensive_fouls"":1,""personal_fouls"":16,""fouls"":16,""assists"":26,""steals"":10,""blocks"":6,""turnovers"":13,""points_in_paint"":34,""second_chance_points"":2,""fast_break_points"":6}"
